9.09E-05,4.03E-05,0.000253926,7.04E-05,0.000235267,5.30E-05,0.000111054,0.000521808,6.88E-05,3.65E-05,1.43E-06,0.00042324,0.00612208,1.59E-06,0.00139895,6.19E-05,3.97E-05,0.000105631,1.99E-05,0.006328163,0,1.05E-05,4.19E-05,0.000123254,3.02E-05,0.000721323,1.57E-05,0.000325715,6.60E-07,1.84E-05,1.14E-05,1.15E-05,0.000194032,0.003005529,5.23E-05,0.000516925,0.001764705,0.000105437,4.54E-05,0.005850598,1.89E-05,2.09E-05,0.000122673,7.92E-06,2.23E-05,0.000316109,0.000294781,0.000122964,8.03E-05,1.85E-05,0.001973738,4.36E-05,4.66E-06,0.002596125,0.000257704,2.37E-05,0.00068755,9.87E-06,5.12E-05,0
1.09E-05,0.000441109,0.000114272,8.25E-05,0.000479861,0.000169674,0.000111075,0.000565809,4.17E-05,2.84E-05,8.64E-06,0.00047484,0.000170202,9.85E-07,0.000451337,0.000471485,3.97E-05,6.46E-05,8.62E-06,0.015266025,0,0.000141965,0.000100501,0.000113476,3.03E-05,0.000567401,1.57E-05,0.000125244,6.60E-07,3.40E-05,1.21E-05,8.61E-05,0.001327816,0.002878843,5.24E-05,2.59E-05,0.001033402,4.61E-05,4.55E-05,0.000146317,4.95E-05,4.18E-05,0.000148813,1.99E-05,1.31E-05,4.91E-05,0.003356075,4.95E-05,8.03E-05,4.55E-05,0.001912588,3.61E-05,1.72E-05,0.000519625,0.000101127,8.71E-05,0.000636777,6.91E-06,0.000137336,0
3.71E-05,0.0004257,0.000269643,4.72E-05,0.000366687,2.54E-05,0.000114051,0.000711567,5.10E-05,2.84E-05,2.69E-05,0.000585589,0.000237748,9.85E-07,9.97E-05,9.10E-05,3.97E-05,6.46E-05,8.62E-06,0.009301204,0,3.01E-05,6.45E-05,0.000113505,3.02E-05,0.000157233,5.62E-05,0.000125244,4.56E-07,2.27E-05,1.21E-05,6.55E-05,0.001319839,0.0029119,0.000108765,2.59E-05,0.000935057,4.61E-05,0.000107739,0.003691997,1.89E-05,7.04E-05,0.003349587,5.63E-05,1.31E-05,0.000484564,0.000567126,8.11E-05,8.59E-05,4.55E-05,0.000394709,2.96E-05,2.40E-05,0.000536413,0.000119407,3.96E-05,0.000630185,2.46E-05,0.000314315,0
6.92E-05,0.000433239,0.000201767,0.000110599,0.000237862,0.000169638,0.000112606,0.000522096,4.15E-05,2.84E-05,0.000194128,0.001118411,0.000110985,7.12E-07,1.50E-05,4.28E-05,3.97E-05,6.46E-05,1.99E-05,0.012566178,0,0.000141965,3.27E-05,0.000113505,1.83E-05,0.000524205,0.000154015,0.000125244,2.93E-07,2.27E-05,1.21E-05,8.61E-05,0.001264153,0.002912657,0.000108765,9.44E-05,0.000810719,4.61E-05,0.000107556,0.000264814,4.95E-05,3.52E-05,0.00027828,5.63E-05,2.23E-05,0.000480455,0.000246645,0.000138621,8.59E-05,3.41E-05,0.001850257,5.79E-05,9.12E-05,0.000842489,0.000119407,8.71E-05,0.00060695,0.0008978,0.00011722,0
3.85E-05,0.000249766,0.000114173,7.77E-05,0.000212639,5.20E-05,4.44E-05,0.001206019,6.88E-05,3.65E-05,1.62E-06,0.000976829,0.000156321,9.96E-07,9.67E-05,3.89E-05,3.97E-05,0.000105631,8.62E-06,0.008347978,0,0.000157204,4.19E-05,0.000123254,3.02E-05,7.56E-05,1.57E-05,0.000325715,9.77E-07,0.000208079,1.14E-05,0.000101033,0.000162266,0.001259682,0.000108913,0.00014188,0.000517066,0.000105437,0.000107739,0.000294474,1.97E-05,7.04E-05,6.04E-05,1.90E-05,0.000107248,0.000480455,0.003664111,7.21E-05,8.59E-05,0.000613528,0.001872112,0.000240551,1.43E-06,0.002779745,0.000257704,7.53E-06,0.000662498,2.46E-05,0.000314315,0
1.29E-05,0.000454127,0.000115451,8.07E-05,0.000155686,0.000171695,0.000111075,0.000565809,3.65E-05,2.84E-05,0.000183687,0.000449514,4.23E-05,1.59E-06,0.00046905,0.000150141,3.97E-05,6.46E-05,8.62E-06,0.011083402,0,0.000141965,0.000100501,0.000113476,3.02E-05,0.000640823,7.83E-05,0.000125244,4.56E-07,3.40E-05,1.21E-05,8.61E-05,0.001254484,0.002814296,0.000108765,2.59E-05,0.001259097,4.61E-05,4.55E-05,0.000166912,4.95E-05,4.18E-05,0.000449529,1.99E-05,2.23E-05,4.91E-05,0.000528093,8.11E-05,8.03E-05,3.41E-05,0.001881304,5.79E-05,9.12E-05,0.000692591,0.000119407,3.96E-05,0.00064033,7.96E-06,0.000137336,0
3.36E-06,0.000137086,6.98E-05,8.07E-05,9.24E-05,5.87E-05,0.000112585,0.000566097,6.88E-05,5.92E-05,1.32E-05,7.31E-05,3.84E-05,9.96E-07,0.00026903,5.25E-05,3.97E-05,0.000105631,1.99E-05,8.96E-05,0,1.80E-05,0.000100501,0.000184882,3.02E-05,0.000212063,7.83E-05,0.000325715,4.56E-07,3.40E-05,2.95E-05,4.35E-05,0.000186387,0.002923078,0.000108602,9.44E-05,0.000959575,0.000105437,0.000107556,0.000169378,1.89E-05,3.52E-05,7.59E-05,5.63E-05,2.23E-05,4.91E-05,0.000246606,6.46E-05,8.03E-05,3.44E-05,0.002226224,5.79E-05,4.66E-06,0.001100884,0.000119407,1.08E-05,0.000661016,7.96E-06,5.12E-05,0
4.11E-05,0.000147067,0.00025595,3.65E-05,9.24E-05,4.58E-05,0.000114031,0.000565809,6.88E-05,4.56E-05,2.45E-06,8.45E-05,0.000101226,9.96E-07,0.000269178,3.45E-05,3.97E-05,0.000105631,1.99E-05,0.000895544,0,8.27E-06,0.000100501,0.000123254,1.83E-05,8.00E-05,5.62E-05,0.000325715,2.93E-07,3.40E-05,1.14E-05,4.35E-05,0.00018522,0.002967611,0.000108602,9.44E-05,9.40E-05,0.000105437,0.000107556,1.86E-05,1.89E-05,3.52E-05,7.59E-05,1.99E-05,2.23E-05,4.91E-05,0.000168025,6.46E-05,8.03E-05,3.41E-05,0.000497474,5.79E-05,9.42E-07,0.001950901,0.000119407,4.19E-05,0.00066119,7.96E-06,0.00011722,0
9.99E-05,0.006309665,0.00023068,4.88E-05,0.000125515,4.18E-05,5.17E-05,0.000601565,5.10E-05,0.000915415,8.64E-06,0.000379175,8.24E-05,1.59E-06,0.000377144,2.92E-05,3.31E-05,3.64E-05,8.62E-06,0.01534707,0,0.000141965,0.000100501,7.57E-05,3.03E-05,0.00063633,1.57E-05,6.86E-05,4.56E-07,2.27E-05,6.98E-06,6.55E-05,0.001287137,0.002932411,9.74E-05,2.59E-05,0.000459481,4.61E-05,0.000107739,0.000223276,3.60E-05,7.04E-05,0.000176604,5.63E-05,2.23E-05,4.95E-05,0.0002457,0.000138604,8.59E-05,4.59E-05,0.00068209,5.79E-05,0.000537519,0.000432194,0.000119407,8.71E-05,0.000611091,1.14E-05,0.000137336,0
7.43E-05,0.0001434,0.000310914,3.26E-05,0.000248145,5.87E-05,0.000114031,0.000565809,4.78E-05,5.92E-05,1.27E-06,0.000117579,0.00086782,1.59E-06,0.000217123,2.23E-05,3.97E-05,0.000105631,1.99E-05,0.000734535,0,1.06E-05,0.000100501,0.000123254,3.03E-05,0.000199594,7.83E-05,0.000325715,4.56E-07,3.40E-05,2.95E-05,4.35E-05,0.000183677,0.00293402,0.000108602,9.44E-05,0.000876541,0.000105437,0.000107739,3.59E-06,1.89E-05,7.04E-05,0.000340365,5.63E-05,0.000377201,4.91E-05,0.000230146,2.44E-05,8.03E-05,4.59E-05,0.001956413,5.19E-05,4.66E-06,0.00109558,0.000119407,2.37E-05,0.000667175,7.96E-06,0.00011722,0
