0.06254422,0.11731375,-0.030587304,-0.031280346,-0.013446045,0.011493481,0.015495027,-0.05608285,-0.20534988,-0.026177453,-0.013529537,0.03524345,-0.004012493,0.12564836,0.051151633,4.22E-12,-0.096499436,-0.1107831,-0.025706988,0.039805114,0.12980382,-0.012066129,-0.05545181,-0.10729765,7.92E-06,-0.004474823,0.129434,-0.005699448,0.030052448,0.21309671,-0.039782263,-0.05461551,0.000306759,-0.11580048,-0.092469595,-0.11625986,1.99E-06,-0.006733845,0.16681726,-0.027604278,-0.072149895,0.082432374,-0.09384266,0.0672214,0.053053644,0.13520415,0.0030672,0.017320227,0.09030881,-0.018231116,-0.0782078,-0.074718155,0.04918799,0.011013413,-0.08025209,-0.11023435,0.10960634,0.013896178,-0.20855245,-0.12599598,-0.09361002,0.03301603,0.058727004,-1.84E-06,0
0.06585467,-0.039778255,-0.061243773,-0.06889747,0.048631523,0.047267508,0.017567152,-0.03337234,0.07622929,-0.055351343,0.09477958,-0.033239864,0.036598675,-0.0173396,0.008832517,-1.25E-12,0.012965669,0.009644438,-0.002794811,0.00909018,-0.11117457,0.002336387,0.0342038,-0.003097718,1.15E-05,-0.019934932,-0.1102876,0.14129905,-0.038325973,0.039334264,0.081033915,-0.109588906,-0.005331621,0.03827049,-0.027653757,0.0373705,-4.65E-06,0.047493875,-0.09008007,0.15509385,-0.04629171,0.035195574,0.015571911,0.053206302,0.046539355,0.12062278,-0.16757488,-0.000883679,-0.045239653,0.056759074,-0.054214254,-0.014986577,-0.11233879,-0.18214382,-0.003836712,0.03386887,0.16542383,-0.004866283,-0.09559158,0.07746834,0.0927763,-0.07552131,-0.019996576,-1.30E-06,0
0.003210511,0.06686037,-0.009789798,0.030394536,0.08491454,-0.049901668,0.008075332,-0.046492435,-0.13443659,-0.15029936,-0.043671656,0.072298974,0.12297435,0.12206641,0.030889424,-4.37E-12,-0.065141104,-0.14808507,-0.04596072,0.033825282,0.07115979,0.0537376,0.009914732,0.03300262,9.34E-06,0.012673514,0.16054681,0.07972956,-0.050672404,0.08016643,-0.052376397,-0.036718402,0.027024897,-0.12247481,-0.029555678,-0.09025554,4.61E-06,-0.008422098,0.10654248,-0.13414584,-0.001012769,-0.016328657,-0.008132669,0.06651238,0.04485037,0.09131279,0.025124598,-0.013833463,-0.113139056,-0.03211147,-0.19820833,0.072285146,0.02306211,-0.007139913,0.021708906,0.008548013,0.012518015,-0.004714173,-0.044713713,-0.15926331,-0.083941534,0.046948735,-0.15382645,-6.03E-06,0
-0.053580575,0.058224898,-0.024018591,0.018437436,0.09166835,0.004081582,0.03152658,-0.08161298,-0.16173819,-0.13940054,-0.050338533,0.08584397,0.078153655,0.025340695,0.006875965,-3.59E-12,-0.08569351,-0.10706798,-0.005593868,0.069803156,0.07645679,0.074010625,-0.015060069,0.030946136,7.02E-06,0.009098645,0.13878866,-0.002569873,0.011660385,0.0800412,-0.043155752,-0.053885054,0.015881412,-0.14092165,-0.038199704,-0.056400735,2.00E-06,0.033093523,0.067238286,-0.05576312,-0.054709222,-0.054389033,-0.04354464,0.06633304,0.04623324,0.12419801,0.046859916,-0.017238533,-0.03397847,-0.030193975,-0.10846886,0.025442751,0.007463955,-0.063082956,-0.01582953,-0.019741993,0.075480156,0.018126931,-0.1296521,-0.10041264,-0.09221808,0.007716796,-0.0669151,-5.99E-06,0
-0.06883931,-0.088634886,0.023250723,-0.057163287,-0.016158817,0.03203571,-0.012795257,-0.018140934,-0.27520075,-0.08748274,-0.0986542,-0.04387933,-0.10841511,-0.00727616,0.08613608,9.22E-13,-0.102994606,-0.14072011,-0.041812174,0.06126496,0.03359748,0.061960213,0.12069301,-0.12644072,5.56E-06,-0.014189421,-0.07755246,0.079865105,0.06279362,0.1637242,-0.15440804,-0.123478554,-0.008296319,-0.1418839,-0.11378089,-0.17609122,-3.99E-06,-0.01994742,-0.029761048,0.048126068,0.018054347,0.024024764,0.004524371,0.07574358,0.055017225,0.11437211,-0.07218495,0.017639877,-0.053981747,0.02359027,-0.049934704,-0.032906152,-0.013800295,-0.02073987,-0.08131032,0.04918964,0.0435889,0.009472903,-0.17871724,-0.22407524,-0.00478207,-0.046027802,-0.20847851,3.25E-06,0
-0.029202212,-0.05536705,0.024243716,-0.08012115,0.109118566,0.00672522,0.012237052,-0.031130556,-0.11840478,-0.13647975,0.05338692,-0.009494055,0.025086684,0.006416662,0.048886705,-3.39E-12,-0.05580104,-0.045202054,-0.04316165,0.036827046,-0.005023715,0.037774574,0.019244727,-0.08171959,1.22E-05,-0.004236035,0.012075083,0.15332241,-0.015852096,0.07979342,-0.12913437,-0.10820651,-0.002405805,0.019361828,-0.019774733,-0.08478936,-1.71E-06,0.045921847,0.056664657,0.089442894,-0.04280474,0.04003186,-0.019164747,0.08197522,0.051336244,0.10910217,0.03917724,0.005648868,-0.06425107,0.055305056,-0.03655815,-0.04350435,-0.05554397,-0.116298705,0.07926391,0.027014833,0.17823845,0.006777771,-0.052507617,-0.017014602,-0.016547076,0.009629321,-0.08233383,-2.38E-06,0
6.24E-05,-0.056884836,-0.01972603,-0.004255144,0.056303214,-0.028065236,0.000718985,0.004061689,-0.035289075,-0.103493296,-0.020135272,-0.04761412,0.09472096,0.006292947,-0.05636561,-7.02E-13,0.021708757,-0.02134316,-0.017197074,0.041974824,-0.095737375,0.08513867,-0.040308524,-0.007293198,1.23E-05,-0.015520381,0.009976422,0.088291265,0.06628996,-0.019341724,-0.048756655,-0.08150423,-0.002279828,0.004623431,-0.05431517,-0.16293563,-8.96E-07,0.08954056,0.020080116,0.10476581,-0.011997304,0.14608826,-0.033808287,0.06207153,0.05509395,0.11251588,-0.005757022,-0.003003869,-0.09650957,0.09772241,-0.069811225,0.053032264,0.004284902,-0.12002463,0.000968594,0.018328417,0.19522847,-0.014091845,0.04377001,-0.008731334,0.042306647,0.06505553,-0.09210972,2.41E-07,0
0.05368103,-0.04342958,-0.06814656,-0.000824007,0.09473996,-0.057411537,0.029061122,0.010768994,-0.12281278,-0.11128912,0.004622493,-0.005181603,0.09660257,0.099231094,-0.008336259,1.75E-12,-0.06346213,-0.027066883,-0.06273875,0.05579982,-0.030762695,0.085498124,-0.07451094,0.040079493,8.56E-06,-0.012959798,0.046894636,0.013109475,0.089459404,0.044385273,0.06826101,-0.027260236,0.002173669,-0.010884721,-0.058031972,-0.07199529,-3.80E-07,0.049933217,0.08831493,0.07409539,-0.06398056,0.13040431,-0.029594464,0.06754121,0.074665986,0.15170304,-0.05653197,-0.002375174,-0.0660681,0.06304949,-0.09527349,-0.017231314,0.020278959,-0.121639006,-0.030974995,-0.0805304,0.111163475,-0.019231904,-0.046712514,0.01451241,0.02121799,-0.012618587,-0.09311066,-3.49E-06,0
-0.16350311,-0.13916758,-0.053941257,0.025937617,0.033646602,0.03566505,0.052694194,0.0665179,-0.034327794,-0.20445967,-0.06352712,-0.05050979,0.08775857,-0.09048411,0.06464072,-4.64E-12,-0.070325926,0.06024932,0.011876049,0.0367431,-0.16358565,0.03273367,0.007320355,0.12309392,8.60E-06,-0.008885815,0.029992811,-0.18683274,0.1816909,0.02034848,0.070049725,0.057143744,-0.001636421,-0.009872864,-0.110839926,0.01984399,1.27E-06,0.0204138,-0.05358588,0.13310723,-0.03373841,0.027408954,0.009759516,0.0903457,0.026712442,0.059798863,0.006165488,-0.019326065,-0.16619463,0.13671106,0.011078487,0.013511304,-0.09041076,-0.20543842,-0.073020615,-0.08352853,0.14001256,0.003856958,-0.043713026,0.01958802,-0.10433499,0.09995094,0.00297677,-5.94E-06,0
0.004716895,-0.027670061,-0.013840148,0.055205848,0.053068925,-0.011798245,-0.024881681,0.009572891,-0.008208547,-0.08163922,-0.026954357,-0.112417124,0.06264568,0.07636268,-0.06717874,5.45E-12,-0.002813873,-0.025931692,-0.033130445,0.008360458,-0.21111517,0.10533592,0.022901408,0.10967334,6.61E-06,-0.028481325,0.00745269,-0.064645015,0.123047076,-0.011989317,-0.045765687,-0.02639779,-0.014075589,-0.04368331,-0.09799757,-0.1622327,-4.06E-06,0.054716203,-0.026125083,0.0935359,0.011945345,0.22034605,0.006525336,0.038195647,0.026561169,0.112847105,-0.016047768,-0.02248677,-0.03771297,0.052483384,-0.12432127,0.056322906,0.041177996,-0.08725039,0.07671615,0.06894167,0.23392147,-0.022869652,-0.074331254,0.007238768,0.07242225,0.00377963,-0.0646708,3.76E-06,0
